item_id,pedido_id,produto,categoria,quantidade,preco_unitario
7169,2400,Mouse,Eletronicos,4,61.72
7170,2400,Mesa,Casa,1,415.84
7171,2400,Luminaria,Casa,4,113.65
7172,2400,Calca,Moda,4,88.16
7173,2401,Calca,Moda,1,37.94
7174,2401,Sofa,Casa,4,523.18
7175,2401,Livro,Books,4,19.01
7176,2401,Calca,Moda,3,37.2
7177,2401,Livro,Books,2,17.42
7178,2402,Notebook,Eletronicos,4,1754.84
7179,2403,Notebook,Eletronicos,4,1416.24
7180,2403,Mesa,Casa,4,320.47
7181,2403,Camiseta,Moda,2,32.63
7182,2403,Monitor,Eletronicos,1,491.95
7183,2404,Sofa,Casa,2,1065.4
7184,2404,Teclado,Eletronicos,4,134.91
7185,2405,Sofa,Casa,1,834.31
7186,2405,Livro,Books,2,37.62
7187,2406,Calca,Moda,2,42.15
7188,2406,Camiseta,Moda,4,26.96
7189,2406,Jaqueta,Moda,1,102.79
7190,2406,Caderno,Papelaria,3,7.22
7191,2406,Teclado,Eletronicos,4,57.38
7192,2407,Calca,Moda,4,80.26
7193,2407,Teclado,Eletronicos,2,97.09
7194,2407,Mouse,Eletronicos,4,58.86
7195,2408,Jaqueta,Moda,4,142.85
7196,2408,Livro,Books,1,36.06
7197,2408,Mouse,Eletronicos,2,61.94
7198,2408,Sofa,Casa,1,777.54
7199,2409,Mouse,Eletronicos,3,62.51
7200,2410,Mouse,Eletronicos,1,52.59
7201,2410,Monitor,Eletronicos,1,699.92
7202,2410,Teclado,Eletronicos,3,132.06
7203,2411,Livro,Books,1,16.56
7204,2411,Sofa,Casa,2,366.06
7205,2411,Jaqueta,Moda,4,80.35
7206,2411,Calca,Moda,2,32.8
7207,2412,Livro,Books,1,12.02
7208,2413,Monitor,Eletronicos,1,375.15
7209,2413,Luminaria,Casa,1,80.08
7210,2413,Calca,Moda,3,57.17
7211,2413,Notebook,Eletronicos,1,1295.1
7212,2414,Notebook,Eletronicos,4,2437.2
7213,2414,Luminaria,Casa,2,83.09
7214,2414,Calca,Moda,1,85.41
7215,2414,Notebook,Eletronicos,1,2067.66
7216,2414,Jaqueta,Moda,1,158.5
7217,2415,Notebook,Eletronicos,1,1359.94
7218,2416,Caderno,Papelaria,4,5.55
7219,2416,Calca,Moda,2,42.42
7220,2416,Livro,Books,4,15.42
7221,2416,Caderno,Papelaria,1,5.54
7222,2416,Teclado,Eletronicos,3,36.83
7223,2417,Mouse,Eletronicos,1,19.55
7224,2418,Notebook,Eletronicos,2,2742.55
7225,2418,Monitor,Eletronicos,1,458.2
7226,2418,Monitor,Eletronicos,3,463.76
7227,2419,Livro,Books,3,21.92
7228,2420,Luminaria,Casa,1,43.95
7229,2420,Luminaria,Casa,2,55.32
7230,2420,Notebook,Eletronicos,4,1165.85
7231,2421,Jaqueta,Moda,1,127.88
7232,2421,Sofa,Casa,3,885.51
7233,2421,Luminaria,Casa,1,75.05
7234,2422,Sofa,Casa,4,328.76
7235,2422,Mouse,Eletronicos,2,24.01
7236,2422,Jaqueta,Moda,4,77.92
7237,2422,Mouse,Eletronicos,1,26.13
7238,2423,Livro,Books,3,26.3
7239,2423,Notebook,Eletronicos,2,1825.84
7240,2423,Calca,Moda,3,78.33
7241,2423,Camiseta,Moda,3,33.96
7242,2424,Caderno,Papelaria,3,16.43
7243,2424,Sofa,Casa,3,1171.63
7244,2424,Camiseta,Moda,4,52.25
7245,2425,Teclado,Eletronicos,2,128.29
7246,2425,Jaqueta,Moda,4,167.18
7247,2426,Jaqueta,Moda,1,113.83
7248,2426,Notebook,Eletronicos,1,1538.65
7249,2426,Luminaria,Casa,1,70.69
7250,2426,Mouse,Eletronicos,3,37.47
7251,2427,Teclado,Eletronicos,4,51.87
7252,2427,Mouse,Eletronicos,1,29.88
7253,2428,Mouse,Eletronicos,1,63.59
7254,2428,Luminaria,Casa,3,106.04
7255,2428,Luminaria,Casa,4,87.71
7256,2429,Mouse,Eletronicos,3,18.6
7257,2429,Teclado,Eletronicos,4,35.75
7258,2429,Sofa,Casa,3,305.57
7259,2430,Calca,Moda,4,106.36
7260,2430,Teclado,Eletronicos,1,135.1
7261,2431,Notebook,Eletronicos,4,3154.33
7262,2431,Monitor,Eletronicos,2,804.48
7263,2431,Teclado,Eletronicos,1,98.81
7264,2432,Jaqueta,Moda,1,113.28
7265,2433,Sofa,Casa,3,472.93
7266,2433,Camiseta,Moda,4,41.72
7267,2434,Notebook,Eletronicos,2,2012.82
7268,2434,Caderno,Papelaria,1,9.57
7269,2434,Notebook,Eletronicos,1,1940.51
7270,2434,Notebook,Eletronicos,2,2206.75
7271,2434,Livro,Books,1,24.15
7272,2435,Camiseta,Moda,1,28.99
7273,2435,Livro,Books,1,18.58
7274,2436,Luminaria,Casa,1,133.75
7275,2436,Calca,Moda,2,97.84
7276,2436,Livro,Books,2,48.96
7277,2436,Jaqueta,Moda,4,251.2
7278,2436,Camiseta,Moda,1,74.99
7279,2437,Camiseta,Moda,4,36.31
7280,2437,Calca,Moda,4,57.0
7281,2437,Mesa,Casa,3,286.0
7282,2437,Teclado,Eletronicos,1,68.51
7283,2437,Caderno,Papelaria,4,10.55
7284,2438,Jaqueta,Moda,1,153.25
7285,2438,Mouse,Eletronicos,2,52.65
7286,2438,Caderno,Papelaria,1,14.33
7287,2438,Luminaria,Casa,3,101.0
7288,2439,Teclado,Eletronicos,2,145.23
7289,2439,Jaqueta,Moda,4,166.57
7290,2439,Teclado,Eletronicos,1,147.04
7291,2439,Mouse,Eletronicos,2,82.64
7292,2440,Mouse,Eletronicos,1,27.51
7293,2440,Notebook,Eletronicos,4,1204.34
7294,2440,Mouse,Eletronicos,4,30.76
7295,2441,Teclado,Eletronicos,2,103.27
7296,2441,Calca,Moda,2,78.18
7297,2441,Caderno,Papelaria,4,14.12
7298,2441,Camiseta,Moda,2,52.43
7299,2442,Luminaria,Casa,1,108.1
7300,2442,Monitor,Eletronicos,3,929.78
7301,2442,Caderno,Papelaria,2,18.76
7302,2443,Monitor,Eletronicos,2,457.44
7303,2443,Sofa,Casa,3,530.96
7304,2443,Monitor,Eletronicos,4,337.32
7305,2444,Caderno,Papelaria,2,10.94
7306,2444,Monitor,Eletronicos,1,435.8
7307,2444,Calca,Moda,2,52.6
7308,2444,Camiseta,Moda,3,36.39
7309,2444,Caderno,Papelaria,2,9.71
7310,2445,Jaqueta,Moda,2,146.95
7311,2445,Calca,Moda,1,78.75
7312,2446,Camiseta,Moda,3,50.02
7313,2447,Caderno,Papelaria,2,4.8
7314,2447,Monitor,Eletronicos,2,275.6
7315,2447,Sofa,Casa,2,299.41
7316,2447,Mouse,Eletronicos,1,26.98
7317,2447,Luminaria,Casa,2,49.24
7318,2448,Mesa,Casa,1,352.95
7319,2448,Notebook,Eletronicos,1,2353.63
7320,2448,Camiseta,Moda,1,43.3
7321,2448,Luminaria,Casa,4,91.88
7322,2448,Monitor,Eletronicos,4,533.3
7323,2449,Luminaria,Casa,4,45.04
7324,2449,Monitor,Eletronicos,2,270.65
7325,2450,Monitor,Eletronicos,2,373.18
7326,2450,Monitor,Eletronicos,4,328.63
7327,2450,Mouse,Eletronicos,4,41.66
7328,2450,Monitor,Eletronicos,1,341.13
7329,2451,Sofa,Casa,3,621.88
7330,2451,Teclado,Eletronicos,4,92.05
7331,2451,Jaqueta,Moda,1,139.18
7332,2451,Teclado,Eletronicos,2,113.76
7333,2452,Jaqueta,Moda,2,80.62
7334,2452,Mouse,Eletronicos,3,24.36
7335,2452,Monitor,Eletronicos,4,221.83
7336,2452,Mesa,Casa,3,200.78
7337,2453,Luminaria,Casa,4,94.55
7338,2453,Sofa,Casa,2,1006.89
7339,2454,Camiseta,Moda,1,48.27
7340,2454,Camiseta,Moda,1,50.43
7341,2454,Monitor,Eletronicos,2,862.82
7342,2454,Calca,Moda,2,110.15
7343,2455,Livro,Books,4,36.52
7344,2455,Teclado,Eletronicos,4,91.89
7345,2455,Mouse,Eletronicos,4,57.62
7346,2455,Caderno,Papelaria,2,11.55
7347,2455,Monitor,Eletronicos,4,454.94
7348,2456,Calca,Moda,3,57.72
7349,2456,Camiseta,Moda,4,42.88
7350,2457,Livro,Books,4,42.1
7351,2457,Mesa,Casa,4,493.94
7352,2457,Monitor,Eletronicos,3,748.04
7353,2457,Notebook,Eletronicos,3,2211.37
7354,2457,Livro,Books,4,30.88
7355,2458,Jaqueta,Moda,1,163.52
7356,2458,Livro,Books,4,51.83
7357,2459,Teclado,Eletronicos,1,91.39
7358,2460,Mouse,Eletronicos,1,49.96
7359,2460,Monitor,Eletronicos,1,651.77
7360,2460,Caderno,Papelaria,1,14.82
7361,2460,Calca,Moda,4,83.98
7362,2460,Jaqueta,Moda,4,154.47
7363,2461,Camiseta,Moda,3,53.26
7364,2461,Sofa,Casa,1,762.62
7365,2462,Teclado,Eletronicos,3,130.25
7366,2462,Calca,Moda,3,102.43
7367,2463,Camiseta,Moda,4,38.35
7368,2464,Caderno,Papelaria,1,7.79
7369,2465,Teclado,Eletronicos,3,87.38
7370,2466,Notebook,Eletronicos,4,1493.62
7371,2467,Calca,Moda,1,110.92
7372,2467,Calca,Moda,4,100.14
7373,2468,Calca,Moda,1,51.6
7374,2469,Camiseta,Moda,4,30.71
7375,2469,Camiseta,Moda,3,37.89
7376,2469,Monitor,Eletronicos,2,518.96
7377,2469,Caderno,Papelaria,4,10.31
7378,2470,Teclado,Eletronicos,3,51.3
7379,2470,Teclado,Eletronicos,2,67.53
7380,2470,Teclado,Eletronicos,2,65.87
7381,2470,Notebook,Eletronicos,3,1514.59
7382,2470,Caderno,Papelaria,1,8.93
7383,2471,Camiseta,Moda,4,65.55
7384,2471,Camiseta,Moda,2,59.88
7385,2472,Teclado,Eletronicos,3,124.85
7386,2472,Livro,Books,4,40.57
7387,2472,Caderno,Papelaria,3,16.55
7388,2472,Livro,Books,2,38.35
7389,2473,Mesa,Casa,4,138.77
7390,2473,Notebook,Eletronicos,4,896.28
7391,2473,Mouse,Eletronicos,4,25.24
7392,2474,Mouse,Eletronicos,1,26.86
7393,2474,Livro,Books,3,19.22
7394,2474,Calca,Moda,2,39.44
7395,2475,Mouse,Eletronicos,4,19.59
7396,2475,Mouse,Eletronicos,1,19.1
7397,2475,Luminaria,Casa,2,43.09
7398,2476,Mouse,Eletronicos,1,39.41
7399,2477,Sofa,Casa,2,680.04
7400,2477,Livro,Books,1,32.51
7401,2477,Luminaria,Casa,1,92.96
7402,2477,Camiseta,Moda,3,43.91
7403,2477,Luminaria,Casa,2,88.58
7404,2478,Camiseta,Moda,2,30.11
7405,2478,Notebook,Eletronicos,1,1413.16
7406,2479,Sofa,Casa,2,394.88
7407,2479,Notebook,Eletronicos,3,1221.3
7408,2479,Mesa,Casa,2,190.68
7409,2480,Teclado,Eletronicos,2,89.11
7410,2480,Camiseta,Moda,1,53.14
7411,2480,Caderno,Papelaria,1,17.05
7412,2480,Mouse,Eletronicos,2,69.29
7413,2481,Calca,Moda,3,30.84
7414,2481,Mesa,Casa,4,162.65
7415,2482,Mesa,Casa,1,232.59
7416,2482,Luminaria,Casa,1,63.48
7417,2483,Livro,Books,1,13.26
7418,2483,Sofa,Casa,4,417.37
7419,2484,Jaqueta,Moda,2,191.94
7420,2484,Camiseta,Moda,3,49.01
7421,2485,Teclado,Eletronicos,3,84.04
7422,2485,Jaqueta,Moda,2,133.8
7423,2485,Mouse,Eletronicos,3,59.38
7424,2486,Luminaria,Casa,4,105.48
7425,2486,Mesa,Casa,1,504.63
7426,2486,Calca,Moda,4,102.39
7427,2486,Calca,Moda,3,101.96
7428,2486,Camiseta,Moda,4,43.27
7429,2487,Teclado,Eletronicos,2,44.23
7430,2487,Luminaria,Casa,4,44.75
7431,2487,Caderno,Papelaria,3,5.75
7432,2488,Calca,Moda,4,48.84
7433,2488,Calca,Moda,4,42.37
7434,2488,Teclado,Eletronicos,3,53.65
7435,2488,Mesa,Casa,4,194.86
7436,2489,Camiseta,Moda,3,30.24
7437,2489,Luminaria,Casa,3,60.56
7438,2489,Monitor,Eletronicos,4,432.98
7439,2490,Livro,Books,2,23.66
7440,2490,Camiseta,Moda,1,27.83
7441,2490,Luminaria,Casa,2,76.97
7442,2490,Livro,Books,2,25.55
7443,2490,Notebook,Eletronicos,1,1173.5
7444,2491,Mouse,Eletronicos,2,38.99
7445,2491,Luminaria,Casa,3,59.77
7446,2491,Mesa,Casa,1,249.5
7447,2491,Teclado,Eletronicos,3,61.65
7448,2492,Caderno,Papelaria,4,15.6
7449,2492,Camiseta,Moda,2,60.28
7450,2493,Teclado,Eletronicos,3,73.76
7451,2493,Camiseta,Moda,3,33.85
7452,2494,Livro,Books,1,34.92
7453,2494,Notebook,Eletronicos,3,2878.46
7454,2494,Teclado,Eletronicos,4,122.34
7455,2494,Sofa,Casa,2,788.72
7456,2495,Jaqueta,Moda,3,140.91
7457,2495,Camiseta,Moda,2,52.84
7458,2496,Mouse,Eletronicos,3,32.62
7459,2496,Camiseta,Moda,4,33.63
7460,2497,Teclado,Eletronicos,1,124.35
7461,2497,Caderno,Papelaria,2,12.3
7462,2497,Camiseta,Moda,2,49.71
7463,2497,Caderno,Papelaria,2,12.79
7464,2497,Teclado,Eletronicos,1,110.5
7465,2498,Jaqueta,Moda,3,195.61
7466,2498,Notebook,Eletronicos,3,1965.09
7467,2498,Teclado,Eletronicos,3,101.91
7468,2499,Teclado,Eletronicos,1,94.37
7469,2499,Luminaria,Casa,2,115.58
7470,2499,Jaqueta,Moda,1,149.52
7471,2499,Sofa,Casa,3,1026.44
7472,2500,Teclado,Eletronicos,1,111.06
7473,2501,Monitor,Eletronicos,4,417.61
7474,2501,Monitor,Eletronicos,2,484.46
7475,2501,Jaqueta,Moda,2,125.32
7476,2501,Mesa,Casa,3,295.88
7477,2502,Monitor,Eletronicos,1,712.37
7478,2502,Calca,Moda,3,88.69
7479,2502,Teclado,Eletronicos,1,92.1
7480,2502,Luminaria,Casa,3,83.38
7481,2503,Livro,Books,2,34.79
7482,2503,Livro,Books,3,29.51
7483,2503,Mesa,Casa,1,343.61
7484,2504,Jaqueta,Moda,2,79.22
7485,2504,Mouse,Eletronicos,3,20.37
7486,2504,Monitor,Eletronicos,2,192.69
7487,2504,Mouse,Eletronicos,1,19.03
7488,2505,Mesa,Casa,4,257.53
7489,2505,Mouse,Eletronicos,2,41.57
7490,2506,Mesa,Casa,1,502.47
7491,2506,Teclado,Eletronicos,4,114.91
7492,2506,Mesa,Casa,1,521.84
7493,2507,Luminaria,Casa,4,69.49
7494,2507,Jaqueta,Moda,4,84.55
7495,2507,Camiseta,Moda,3,25.87
7496,2507,Livro,Books,3,24.8
7497,2507,Caderno,Papelaria,1,9.43
7498,2508,Mouse,Eletronicos,3,45.0
7499,2508,Caderno,Papelaria,1,9.52
7500,2508,Notebook,Eletronicos,4,2191.07
7501,2508,Sofa,Casa,2,696.56
7502,2509,Caderno,Papelaria,4,16.23
7503,2509,Sofa,Casa,3,985.44
7504,2509,Mouse,Eletronicos,1,79.9
7505,2509,Livro,Books,2,51.5
7506,2509,Camiseta,Moda,1,53.4
7507,2510,Monitor,Eletronicos,4,370.62
7508,2510,Teclado,Eletronicos,2,60.59
7509,2510,Jaqueta,Moda,3,108.5
7510,2510,Teclado,Eletronicos,2,63.88
7511,2510,Calca,Moda,1,55.06
7512,2511,Sofa,Casa,1,901.0
7513,2511,Sofa,Casa,1,645.75
7514,2512,Calca,Moda,1,91.74
7515,2512,Caderno,Papelaria,1,15.11
7516,2512,Jaqueta,Moda,1,166.96
7517,2512,Monitor,Eletronicos,2,491.26
7518,2513,Jaqueta,Moda,2,142.94
7519,2513,Camiseta,Moda,4,38.05
7520,2513,Caderno,Papelaria,2,8.51
7521,2514,Calca,Moda,4,32.56
7522,2514,Jaqueta,Moda,2,64.28
7523,2515,Monitor,Eletronicos,3,729.24
7524,2515,Livro,Books,1,42.61
7525,2515,Livro,Books,1,41.06
7526,2515,Notebook,Eletronicos,3,2620.56
7527,2515,Livro,Books,3,42.13
7528,2516,Monitor,Eletronicos,2,813.85
7529,2516,Jaqueta,Moda,4,222.53
7530,2516,Mesa,Casa,1,510.14
7531,2516,Livro,Books,1,37.79
7532,2517,Caderno,Papelaria,1,13.97
7533,2517,Livro,Books,1,38.91
7534,2517,Jaqueta,Moda,1,189.17
7535,2518,Teclado,Eletronicos,1,87.65
7536,2518,Camiseta,Moda,3,33.55
7537,2518,Mouse,Eletronicos,4,53.31
7538,2518,Notebook,Eletronicos,4,1996.36
7539,2519,Monitor,Eletronicos,3,334.91
7540,2520,Camiseta,Moda,1,47.67
7541,2520,Caderno,Papelaria,1,17.14
7542,2520,Luminaria,Casa,3,135.88
7543,2521,Notebook,Eletronicos,2,3163.04
7544,2521,Sofa,Casa,4,909.53
7545,2521,Jaqueta,Moda,4,185.86
7546,2521,Mouse,Eletronicos,4,65.6
7547,2522,Caderno,Papelaria,1,7.71
7548,2522,Caderno,Papelaria,1,10.56
7549,2522,Notebook,Eletronicos,3,1618.64
7550,2522,Notebook,Eletronicos,2,1656.26
7551,2522,Sofa,Casa,2,675.84
7552,2523,Mouse,Eletronicos,3,49.89
7553,2523,Teclado,Eletronicos,3,74.03
7554,2523,Luminaria,Casa,2,72.38
7555,2523,Monitor,Eletronicos,2,472.64
7556,2523,Jaqueta,Moda,3,154.49
7557,2524,Camiseta,Moda,2,26.96
7558,2525,Livro,Books,3,29.23
7559,2525,Calca,Moda,3,87.98
7560,2525,Jaqueta,Moda,3,177.96
7561,2525,Mouse,Eletronicos,3,66.68
7562,2526,Teclado,Eletronicos,2,31.68
7563,2526,Mesa,Casa,3,124.62
7564,2526,Sofa,Casa,1,369.57
7565,2526,Mesa,Casa,2,184.81
7566,2527,Monitor,Eletronicos,3,406.9
7567,2528,Luminaria,Casa,3,131.41
7568,2528,Livro,Books,2,44.54
7569,2528,Luminaria,Casa,2,103.35
7570,2528,Luminaria,Casa,4,130.2
7571,2528,Monitor,Eletronicos,4,729.97
7572,2529,Camiseta,Moda,2,43.81
7573,2529,Sofa,Casa,4,886.71
7574,2529,Jaqueta,Moda,2,184.98
7575,2529,Notebook,Eletronicos,3,2193.03
7576,2530,Notebook,Eletronicos,3,1081.92
7577,2531,Caderno,Papelaria,3,12.27
7578,2531,Mouse,Eletronicos,2,52.98
7579,2531,Jaqueta,Moda,3,162.35
7580,2531,Teclado,Eletronicos,3,81.97
7581,2532,Monitor,Eletronicos,4,412.54
7582,2532,Livro,Books,3,19.56
7583,2532,Luminaria,Casa,3,71.83
7584,2533,Sofa,Casa,1,404.52
7585,2533,Caderno,Papelaria,1,9.39
7586,2533,Livro,Books,2,17.26
7587,2534,Sofa,Casa,4,593.58
7588,2534,Sofa,Casa,3,586.55
7589,2535,Teclado,Eletronicos,4,54.98
7590,2535,Caderno,Papelaria,4,9.23
7591,2535,Mouse,Eletronicos,2,42.1
7592,2535,Luminaria,Casa,1,62.05
7593,2536,Calca,Moda,2,32.71
7594,2536,Camiseta,Moda,1,17.95
7595,2536,Mesa,Casa,3,174.75
7596,2537,Monitor,Eletronicos,2,311.48
7597,2537,Mesa,Casa,3,208.2
7598,2537,Sofa,Casa,4,267.25
7599,2537,Monitor,Eletronicos,3,290.97
7600,2537,Camiseta,Moda,1,17.37
7601,2538,Notebook,Eletronicos,1,2663.51
7602,2538,Jaqueta,Moda,3,152.8
7603,2538,Mouse,Eletronicos,2,42.55
7604,2538,Teclado,Eletronicos,3,116.79
7605,2539,Calca,Moda,2,31.63
7606,2539,Caderno,Papelaria,4,5.58
7607,2540,Notebook,Eletronicos,2,2211.27
7608,2541,Luminaria,Casa,2,57.25
7609,2542,Livro,Books,1,26.3
7610,2542,Sofa,Casa,2,674.23
7611,2542,Camiseta,Moda,1,36.75
7612,2542,Mouse,Eletronicos,1,35.73
7613,2543,Mesa,Casa,1,206.88
7614,2543,Luminaria,Casa,4,61.43
7615,2543,Mesa,Casa,1,247.39
7616,2544,Mesa,Casa,3,360.46
7617,2544,Livro,Books,3,38.14
7618,2544,Mesa,Casa,4,372.88
7619,2544,Sofa,Casa,3,956.52
7620,2544,Camiseta,Moda,4,48.9
7621,2545,Camiseta,Moda,4,35.05
7622,2545,Notebook,Eletronicos,1,1821.5
7623,2545,Mesa,Casa,1,322.08
7624,2545,Camiseta,Moda,4,33.31
7625,2546,Jaqueta,Moda,1,100.21
7626,2547,Mouse,Eletronicos,3,25.72
7627,2547,Livro,Books,2,13.89
7628,2547,Calca,Moda,4,34.47
7629,2548,Mesa,Casa,2,430.11
7630,2549,Calca,Moda,4,41.68
7631,2549,Notebook,Eletronicos,2,1537.62
7632,2549,Mesa,Casa,1,187.95
7633,2549,Mesa,Casa,1,226.22
7634,2550,Luminaria,Casa,1,81.71
7635,2550,Calca,Moda,2,64.86
7636,2550,Jaqueta,Moda,4,124.1
7637,2550,Notebook,Eletronicos,1,1348.12
7638,2550,Sofa,Casa,4,676.44
7639,2551,Calca,Moda,1,24.56
7640,2551,Jaqueta,Moda,3,55.74
7641,2552,Monitor,Eletronicos,4,537.25
7642,2552,Jaqueta,Moda,3,139.66
7643,2553,Mesa,Casa,1,447.08
7644,2553,Mouse,Eletronicos,4,59.98
7645,2554,Jaqueta,Moda,2,156.19
7646,2554,Caderno,Papelaria,1,14.12
7647,2554,Notebook,Eletronicos,2,2098.44
7648,2554,Calca,Moda,4,62.7
7649,2555,Teclado,Eletronicos,2,58.6
7650,2555,Notebook,Eletronicos,1,1533.08
7651,2555,Teclado,Eletronicos,4,53.46
7652,2556,Camiseta,Moda,1,23.41
7653,2556,Luminaria,Casa,1,41.24
7654,2556,Sofa,Casa,2,342.97
7655,2557,Camiseta,Moda,1,66.55
7656,2557,Camiseta,Moda,2,52.1
7657,2557,Calca,Moda,3,94.01
7658,2557,Sofa,Casa,1,1054.24
7659,2557,Camiseta,Moda,2,66.01
7660,2558,Notebook,Eletronicos,3,1356.32
7661,2558,Teclado,Eletronicos,1,56.76
7662,2558,Monitor,Eletronicos,1,452.91
7663,2558,Sofa,Casa,1,605.7
7664,2559,Mouse,Eletronicos,1,32.97
7665,2559,Notebook,Eletronicos,4,1886.9
7666,2559,Jaqueta,Moda,2,96.25
7667,2559,Jaqueta,Moda,3,91.44
7668,2559,Calca,Moda,2,59.36
7669,2560,Mouse,Eletronicos,1,20.46
7670,2560,Caderno,Papelaria,1,5.88
7671,2560,Camiseta,Moda,3,17.25
7672,2561,Mesa,Casa,3,429.98
7673,2561,Teclado,Eletronicos,2,113.68
7674,2561,Sofa,Casa,3,773.65
7675,2561,Calca,Moda,3,67.64
7676,2561,Mouse,Eletronicos,2,60.49
7677,2562,Notebook,Eletronicos,1,2901.42
7678,2562,Mouse,Eletronicos,1,48.88
7679,2562,Monitor,Eletronicos,3,682.4
7680,2563,Camiseta,Moda,1,30.24
7681,2563,Jaqueta,Moda,2,88.3
7682,2563,Livro,Books,2,22.36
7683,2563,Notebook,Eletronicos,3,1446.11
7684,2564,Sofa,Casa,4,866.48
7685,2564,Calca,Moda,4,94.39
7686,2565,Calca,Moda,1,48.46
7687,2566,Mouse,Eletronicos,4,36.93
7688,2566,Livro,Books,2,30.37
7689,2566,Camiseta,Moda,2,30.07
7690,2566,Sofa,Casa,3,672.14
7691,2567,Notebook,Eletronicos,2,3282.11
7692,2567,Sofa,Casa,2,892.76
7693,2567,Jaqueta,Moda,2,213.02
7694,2567,Monitor,Eletronicos,2,850.23
7695,2568,Livro,Books,4,21.95
7696,2568,Monitor,Eletronicos,2,432.12
7697,2569,Sofa,Casa,2,375.92
7698,2569,Calca,Moda,3,49.11
7699,2569,Notebook,Eletronicos,3,1197.69
7700,2569,Luminaria,Casa,3,61.24
7701,2570,Monitor,Eletronicos,4,431.36
7702,2570,Teclado,Eletronicos,4,62.49
7703,2570,Sofa,Casa,2,681.77
7704,2570,Mouse,Eletronicos,1,44.12
7705,2570,Monitor,Eletronicos,3,407.1
7706,2571,Camiseta,Moda,1,52.68
7707,2571,Livro,Books,1,49.12
7708,2571,Notebook,Eletronicos,1,2860.42
7709,2571,Notebook,Eletronicos,2,2924.2
7710,2572,Mouse,Eletronicos,2,66.73
7711,2572,Jaqueta,Moda,4,141.11
7712,2572,Notebook,Eletronicos,3,2520.79
7713,2573,Livro,Books,1,30.42
7714,2573,Notebook,Eletronicos,4,1747.25
7715,2574,Livro,Books,3,24.08
7716,2574,Luminaria,Casa,1,58.89
7717,2574,Mesa,Casa,3,241.73
7718,2574,Livro,Books,4,23.87
7719,2574,Teclado,Eletronicos,3,84.36
7720,2575,Jaqueta,Moda,2,166.85
7721,2575,Luminaria,Casa,3,93.82
7722,2575,Mouse,Eletronicos,3,53.62
7723,2576,Livro,Books,3,12.3
7724,2577,Mouse,Eletronicos,4,26.61
7725,2577,Caderno,Papelaria,3,6.05
7726,2577,Livro,Books,4,19.06
7727,2577,Calca,Moda,2,35.36
7728,2577,Teclado,Eletronicos,1,51.77
7729,2578,Mesa,Casa,3,208.76
7730,2578,Sofa,Casa,3,353.6
7731,2579,Monitor,Eletronicos,1,680.7
7732,2579,Jaqueta,Moda,2,187.39
7733,2579,Caderno,Papelaria,4,16.05
7734,2579,Jaqueta,Moda,3,168.14
7735,2579,Jaqueta,Moda,1,174.24
7736,2580,Luminaria,Casa,2,72.91
7737,2580,Calca,Moda,3,59.68
7738,2580,Mesa,Casa,2,229.99
7739,2581,Sofa,Casa,4,742.92
7740,2581,Jaqueta,Moda,4,125.94
7741,2581,Livro,Books,3,27.73
7742,2581,Teclado,Eletronicos,2,64.26
7743,2582,Caderno,Papelaria,4,9.33
7744,2583,Sofa,Casa,2,346.91
7745,2584,Sofa,Casa,2,397.12
7746,2585,Jaqueta,Moda,1,98.17
7747,2585,Caderno,Papelaria,4,7.4
7748,2585,Mouse,Eletronicos,2,28.54
7749,2585,Calca,Moda,4,62.26
7750,2585,Livro,Books,1,19.47
7751,2586,Monitor,Eletronicos,2,252.2
7752,2586,Teclado,Eletronicos,4,42.92
7753,2586,Mouse,Eletronicos,3,21.52
7754,2586,Mouse,Eletronicos,3,29.01
7755,2586,Mouse,Eletronicos,4,22.46
7756,2587,Sofa,Casa,3,1065.95
7757,2587,Monitor,Eletronicos,4,598.17
7758,2588,Jaqueta,Moda,3,82.57
7759,2589,Jaqueta,Moda,3,82.09
7760,2589,Livro,Books,4,15.83
7761,2589,Jaqueta,Moda,3,110.17
7762,2589,Teclado,Eletronicos,3,58.41
7763,2590,Calca,Moda,3,29.52
7764,2591,Mesa,Casa,4,336.3
7765,2591,Notebook,Eletronicos,1,2524.98
7766,2591,Calca,Moda,4,77.87
7767,2592,Camiseta,Moda,4,27.2
7768,2592,Livro,Books,4,25.53
7769,2593,Jaqueta,Moda,2,71.24
7770,2594,Notebook,Eletronicos,2,1280.25
7771,2595,Luminaria,Casa,3,114.2
7772,2595,Jaqueta,Moda,3,252.57
7773,2595,Sofa,Casa,2,1155.45
7774,2595,Mouse,Eletronicos,4,65.58
7775,2595,Caderno,Papelaria,2,18.93
7776,2596,Jaqueta,Moda,3,83.95
7777,2596,Livro,Books,4,20.86
7778,2597,Mouse,Eletronicos,2,33.65
7779,2597,Notebook,Eletronicos,1,1619.28
7780,2597,Luminaria,Casa,1,55.07
7781,2597,Caderno,Papelaria,2,6.98
7782,2597,Camiseta,Moda,1,25.35
7783,2598,Caderno,Papelaria,2,17.33
7784,2598,Calca,Moda,1,79.43
7785,2598,Mouse,Eletronicos,3,71.24
7786,2598,Notebook,Eletronicos,4,2008.23
7787,2599,Teclado,Eletronicos,4,99.02
7788,2599,Teclado,Eletronicos,1,116.21
7789,2600,Sofa,Casa,3,1282.25
7790,2600,Monitor,Eletronicos,2,868.67
7791,2600,Notebook,Eletronicos,3,3679.18
